genes	cpgs	mean_max_frequency_weight
ENSG00000280159	cg00000292	331670.83200113225
ENSG00000095587	cg00002660	331021.50497148174
ENSG00000270112	cg00003091	330140.01027305657
ENSG00000102174	cg00003625	326905.3057407037
ENSG00000271647	cg00003287	326588.4230725635
ENSG00000258630	cg00000236	326283.38717928814
ENSG00000102174	cg00003578	325902.0549770188
ENSG00000275265	cg00001261	324969.6786405933
ENSG00000269148	cg00000957	324646.1835700569
ENSG00000254092	cg00003305	323685.39754449966
ENSG00000234881	cg00000029	322475.373750271
ENSG00000197421	cg00001245	322445.9906570652
ENSG00000070087	cg00001364	322155.23013760056
ENSG00000166634	cg00000948	321296.0023227039
ENSG00000254092	cg00002449	319963.6427897578
ENSG00000185105	cg00002406	319807.0790935865
ENSG00000214062	cg00002808	319800.90244902926
ENSG00000158486	cg00004082	319011.80235158233
ENSG00000166634	cg00002593	317959.9403713868
ENSG00000266644	cg00002406	317919.050389661
ENSG00000167578	cg00001249	316787.741089359
ENSG00000262950	cg00001510	315866.72367265023
ENSG00000260900	cg00001364	315618.21593747294
ENSG00000204113	cg00002236	315444.10666084883
ENSG00000214062	cg00001809	315110.94914443576
ENSG00000234943	cg00003784	313951.8542709756
ENSG00000166391	cg00002490	313731.52745120204
ENSG00000280159	cg00002810	313335.6115512389
ENSG00000158486	cg00002769	312392.01143051125
ENSG00000207000	cg00001687	312068.75769364485
ENSG00000146083	cg00001809	310046.6663215058
ENSG00000254131	cg00003784	308851.8786181276
ENSG00000008517	cg00002719	308318.95744286524
ENSG00000153561	cg00002719	307395.9033885639
ENSG00000179262	cg00000289	306465.78993328917
ENSG00000278923	cg00002531	305698.402094617
ENSG00000278923	cg00001261	305191.4020050968
ENSG00000278099	cg00004055	302563.30740725924
ENSG00000270112	cg00002837	301884.2557391543
ENSG00000215246	cg00004055	300779.8392981123
ENSG00000270469	cg00003287	300243.78331920237
ENSG00000266261	cg00001249	299256.01266857167
ENSG00000078237	cg00002033	298949.3960609938
ENSG00000273055	cg00003578	298597.8483497193
ENSG00000242268	cg00002591	298250.07398619264
ENSG00000166634	cg00003202	297561.7627461924
ENSG00000280038	cg00001349	295765.13953848835
ENSG00000088179	cg00000957	295754.1787487011
ENSG00000242041	cg00003345	295385.7326430446
ENSG00000214062	cg00000658	292442.3479557478
ENSG00000095587	cg00001446	292373.2182800348
ENSG00000215246	cg00003578	291581.88929271465
ENSG00000234900	cg00002593	291569.3196472888
ENSG00000225275	cg00004067	291353.9750519342
ENSG00000275265	cg00002719	289634.09084288415
ENSG00000118972	cg00002531	289361.7284696592
ENSG00000276644	cg00002145	288544.31456616055
ENSG00000070087	cg00003994	287676.02960980416
ENSG00000064225	cg00002490	286048.78374349093
ENSG00000095587	cg00002930	284875.2154470272
ENSG00000088179	cg00002033	283510.00045280205
ENSG00000233540	cg00001245	283050.8400801185
ENSG00000266644	cg00003513	282079.0188599099
ENSG00000242041	cg00002810	281425.38064826134
ENSG00000214198	cg00003529	280514.76959051366
ENSG00000146083	cg00002426	278564.8609123907
ENSG00000064225	cg00004072	273518.34772638837
ENSG00000225275	cg00003345	272552.65352247155
ENSG00000240423	cg00000658	272172.02675684815
ENSG00000275479	cg00003202	270107.9924373062
ENSG00000267108	cg00002808	267984.2924519364
ENSG00000280038	cg00003784	267601.60488481645
ENSG00000266261	cg00004089	266426.8606783393
ENSG00000064225	cg00003625	265897.10650670796
ENSG00000273406	cg00003513	265500.5323208375
ENSG00000254465	cg00002531	263823.79561002343
ENSG00000161558	cg00002809	262776.9281760379
ENSG00000254092	cg00001809	261509.42351306416
ENSG00000214062	cg00002145	260366.16030643252
ENSG00000254092	cg00004067	260365.04062968417
ENSG00000275265	cg00002426	260119.0503701896
ENSG00000185105	cg00004082	258657.79477914394
ENSG00000259883	cg00004067	257954.39153681998
ENSG00000185105	cg00002426	257145.912055083
ENSG00000240423	cg00000165	256301.329176248
ENSG00000008517	cg00001446	254477.21242192524
ENSG00000118972	cg00002660	253191.4009152543
ENSG00000273406	cg00001747	252959.45336088986
ENSG00000070087	cg00002646	252380.52534225525
ENSG00000008517	cg00000957	249342.13022655703
ENSG00000266644	cg00003625	248968.5846790364
ENSG00000231105	cg00003091	248120.57694256774
ENSG00000273406	cg00003784	246441.90972806112
ENSG00000242041	cg00003529	245957.25845001414
ENSG00000261789	cg00003287	245566.9387618999
ENSG00000242268	cg00003578	245371.09916145357
ENSG00000197421	cg00001261	241766.09860386266
ENSG00000070087	cg00003625	239841.5484189228
ENSG00000262950	cg00002593	239139.33798988358
ENSG00000214062	cg00001874	237963.3353117044
ENSG00000270469	cg00000292	237539.90081941526
ENSG00000064601	cg00000165	225642.45397832262
ENSG00000197421	cg00003529	223639.10679948554
ENSG00000234881	cg00000721	221721.16280314323
ENSG00000008517	cg00001791	221421.4781183235
ENSG00000269416	cg00002646	221328.55033216876
ENSG00000057294	cg00000905	219948.1198032554
ENSG00000278099	cg00000236	216956.56846158803
ENSG00000231981	cg00003173	214848.56940744893
ENSG00000166391	cg00002810	212041.7255976338
ENSG00000064225	cg00004082	211026.09127301475
ENSG00000214062	cg00004067	209770.63731896045
ENSG00000102174	cg00000714	208254.37587049764
ENSG00000254131	cg00003173	206942.56438253215
ENSG00000207000	cg00002597	206633.39510644786
ENSG00000070087	cg00002426	205713.1326609306
ENSG00000166007	cg00002719	200292.28401814026
ENSG00000280159	cg00000924	197043.0849775184
ENSG00000275265	cg00002660	194349.1320786907
ENSG00000227535	cg00002116	189936.72427312564
ENSG00000078237	cg00002406	188213.32835083903
ENSG00000233540	cg00001364	185782.56340800552
ENSG00000269416	cg00002426	184609.94027444438
ENSG00000185105	cg00002145	184340.7415797542
ENSG00000280159	cg00001582	183252.13369566904
ENSG00000242268	cg00000721	181834.02328393352
ENSG00000240423	cg00002809	181459.2807985248
ENSG00000127511	cg00003287	181426.17125856888
ENSG00000259883	cg00001261	180709.910025666
ENSG00000233540	cg00003784	180708.89409757435
ENSG00000227766	cg00001583	179664.2916363752
ENSG00000275265	cg00001747	179644.01007166225
ENSG00000070087	cg00000721	179265.20141467164
ENSG00000230100	cg00000321	175498.1307022665
ENSG00000242041	cg00002116	173359.8575868065
ENSG00000179262	cg00002597	171994.71562542138
ENSG00000280159	cg00002406	171914.5694570847
ENSG00000273406	cg00002190	168042.22871630726
ENSG00000161558	cg00000029	166559.23731118254
ENSG00000269148	cg00000734	163853.4667287495
ENSG00000234900	cg00004082	162267.15709937978
ENSG00000008517	cg00002224	161728.79530311932
ENSG00000267108	cg00002033	155253.29681543124
ENSG00000161558	cg00002464	147855.16481393093
ENSG00000214062	cg00003969	146700.4435916329
ENSG00000215246	cg00004082	144891.83065338747
ENSG00000153561	cg00002593	143501.26556880848
ENSG00000240423	cg00001349	141762.67934627633
ENSG00000280159	cg00000029	140602.78040259428
ENSG00000206072	cg00003173	133590.39457906465
ENSG00000227766	cg00004067	133256.49855677577
ENSG00000172137	cg00002531	132608.40436891225
ENSG00000102174	cg00001687	131465.17007198767
ENSG00000167700	cg00003173	131224.36553864152
ENSG00000261789	cg00002810	129693.50223607749
ENSG00000236040	cg00002531	129167.72567856434
ENSG00000258630	cg00002808	127205.04466316785
ENSG00000267108	cg00003202	126171.04397731634
ENSG00000269148	cg00002808	124080.21108022232
ENSG00000264104	cg00004089	123967.36924228238
ENSG00000261789	cg00003173	120370.26123250391
ENSG00000276644	cg00002224	119723.06869815671
ENSG00000196167	cg00000029	118399.6485998739
ENSG00000220993	cg00000363	117245.70676611367
ENSG00000262950	cg00000924	116494.15873202523
ENSG00000167768	cg00000905	115735.15726074943
ENSG00000268465	cg00001446	115170.54816306608
ENSG00000166391	cg00002464	114319.64956660519
ENSG00000269148	cg00001809	109636.61467425064
ENSG00000275265	cg00002531	109145.07839104487
ENSG00000280038	cg00003173	107968.01163899519
ENSG00000269416	cg00002464	106384.61126086282
ENSG00000266644	cg00004067	105439.58704667244
ENSG00000134108	cg00002597	105099.97898053745
ENSG00000215246	cg00001446	103279.20806311115
ENSG00000167768	cg00002464	102983.74533479236
ENSG00000267108	cg00001791	102775.7277582817
ENSG00000270469	cg00002116	102508.48509149875
ENSG00000278099	cg00001791	100080.11831323974
ENSG00000273406	cg00003202	99391.13638368931
ENSG00000261789	cg00004067	99220.11635199623
ENSG00000264438	cg00000924	98302.577192997
ENSG00000276644	cg00002449	97100.00725430566
ENSG00000252628	cg00001245	96978.30546703063
ENSG00000196167	cg00000721	94854.61662690598
ENSG00000234881	cg00000658	94210.46934788338
ENSG00000234900	cg00000622	93337.79828814042
ENSG00000167700	cg00002464	93329.23012707295
ENSG00000078237	cg00000622	91639.15001929512
ENSG00000197421	cg00002033	90898.58393066133
ENSG00000153561	cg00002591	90730.08734370784
ENSG00000275479	cg00001791	90705.99858157826
ENSG00000264438	cg00003969	90396.43454336075
ENSG00000234900	cg00000236	90107.89052896494
ENSG00000269416	cg00002593	88801.79173336505
ENSG00000236893	cg00002531	87796.85301736814
ENSG00000166634	cg00000622	87370.40475870407
ENSG00000204113	cg00004082	87024.31988956418
ENSG00000070087	cg00004067	86191.38644957468
ENSG00000127511	cg00003202	86020.54507252616
ENSG00000266644	cg00000714	85754.53658802163
ENSG00000095587	cg00000029	85050.19772939832
ENSG00000161558	cg00000948	84758.59989741987
ENSG00000078237	cg00001809	84149.3205643864
ENSG00000262950	cg00004082	83876.13893452424
ENSG00000233540	cg00000905	83276.48071329019
ENSG00000167768	cg00003969	83118.10173295626
ENSG00000254092	cg00002810	82923.26079363721
ENSG00000261789	cg00001349	82554.71973740958
ENSG00000215246	cg00001245	82327.99689562025
ENSG00000271616	cg00002190	82052.64015287848
ENSG00000267108	cg00004072	81881.20244543096
ENSG00000197421	cg00002224	81749.38588797742
ENSG00000118972	cg00002809	81368.7568552413
ENSG00000269416	cg00002224	81185.78883000046
ENSG00000267108	cg00002426	80890.41964612438
ENSG00000259883	cg00002464	80378.29688083535
ENSG00000166634	cg00002769	80056.85278446639
ENSG00000070081	cg00000363	79596.48696214244
ENSG00000280038	cg00001747	79178.93034770332
ENSG00000146083	cg00004082	78715.78909120601
ENSG00000278099	cg00002426	78616.66596906175
ENSG00000088179	cg00000658	78494.28272086744
ENSG00000273055	cg00001854	78366.58194941867
ENSG00000259883	cg00002449	77871.9511561006
ENSG00000167578	cg00002224	77547.909110821
ENSG00000161558	cg00002224	76681.7031187841
ENSG00000266261	cg00003091	75456.55682522891
ENSG00000227535	cg00002236	75018.73140422272
ENSG00000198242	cg00002406	74288.1712742249
ENSG00000167700	cg00003969	74173.79270475605
ENSG00000278732	cg00002224	74155.40001312291
ENSG00000095587	cg00000289	73510.60564358563
ENSG00000234900	cg00003969	73146.57701064939
ENSG00000271616	cg00001791	72417.58705226862
ENSG00000273406	cg00002406	72071.79867790481
ENSG00000269148	cg00000905	72001.26212108447
ENSG00000153561	cg00000292	71777.65792806537
ENSG00000088179	cg00002116	71505.18961942557
ENSG00000242268	cg00000363	71423.36226552055
ENSG00000259883	cg00002531	71268.29289307659
ENSG00000078237	cg00000029	71027.97903311241
ENSG00000233540	cg00000029	70954.53788363044
ENSG00000158486	cg00003969	70872.7276009123
ENSG00000270469	cg00001446	70032.60377099468
ENSG00000182141	cg00002145	69940.45502446158
ENSG00000198242	cg00001249	69583.14672330469
ENSG00000078237	cg00003091	68193.97842856243
ENSG00000102174	cg00000905	68152.89630537348
ENSG00000263089	cg00002224	68027.79149348548
ENSG00000057294	cg00002406	67885.54414982023
ENSG00000266644	cg00002531	67832.08978375046
ENSG00000215246	cg00000029	67516.35445831603
ENSG00000275479	cg00002449	66318.30893532535
ENSG00000278099	cg00001510	66290.28131933135
ENSG00000278732	cg00004089	66288.08354591728
ENSG00000266644	cg00002810	66241.69796513296
ENSG00000198242	cg00003091	66115.66677517054
ENSG00000262950	cg00002810	65555.77235716287
ENSG00000271647	cg00001854	65390.00472966826
ENSG00000266644	cg00000734	65294.8376517641
ENSG00000172137	cg00000029	65185.43830241681
ENSG00000161558	cg00003345	65184.304904203906
ENSG00000236040	cg00003091	65151.85952488451
ENSG00000280038	cg00002646	64651.10519623437
ENSG00000196167	cg00002591	64027.39592396774
ENSG00000127511	cg00003173	63745.27646398782
ENSG00000254131	cg00003091	63721.86263097478
ENSG00000231981	cg00001245	63673.577698307745
ENSG00000270112	cg00000363	63584.722593988525
ENSG00000215246	cg00003181	63513.3234512231
ENSG00000280159	cg00002930	63445.103527640815
ENSG00000167578	cg00001582	63229.16978677832
ENSG00000231105	cg00000363	63051.23034693524
ENSG00000261789	cg00004082	62795.71682675104
ENSG00000153561	cg00000658	62578.342274262504
ENSG00000220993	cg00003994	62498.479773769446
ENSG00000215246	cg00003298	62446.93224713959
ENSG00000167768	cg00002236	62384.915902167406
ENSG00000153561	cg00002646	62224.56016184364
ENSG00000078237	cg00002660	61923.28677371819
ENSG00000252628	cg00002531	61518.95044130131
ENSG00000269148	cg00001245	61022.158948530116
ENSG00000197421	cg00001349	60973.82486956619
ENSG00000233540	cg00002808	60918.74454627153
ENSG00000118972	cg00002597	60716.8967257147
ENSG00000252628	cg00003345	60380.61750821456
ENSG00000230100	cg00004067	60327.07302644736
ENSG00000179833	cg00004082	60034.59562130377
ENSG00000231105	cg00001809	59561.12362054075
ENSG00000166391	cg00002837	58594.3338521324
ENSG00000166634	cg00004067	58550.13276765766
ENSG00000161558	cg00001747	58525.07396873332
ENSG00000064601	cg00002033	58451.17455194407
ENSG00000227766	cg00002930	58033.489195887
ENSG00000280038	cg00002769	57934.503473960685
ENSG00000269416	cg00001791	57817.558454738886
ENSG00000254131	cg00002597	57770.95747206307
ENSG00000207000	cg00003994	57707.565218925134
ENSG00000231105	cg00003181	57688.15961286446
ENSG00000064225	cg00001446	57569.96446486806
ENSG00000259883	cg00000292	56974.98304592589
ENSG00000233540	cg00002449	56595.55787935895
ENSG00000167768	cg00002531	56590.273052523924
ENSG00000267108	cg00001510	56381.52832757894
ENSG00000254092	cg00002930	56014.73689289315
ENSG00000070087	cg00001446	55855.99024658459
ENSG00000060642	cg00000721	55795.54226272223
ENSG00000254092	cg00001446	55531.27504178422
ENSG00000230100	cg00004089	55469.12250405694
ENSG00000254465	cg00001245	55339.212042779465
ENSG00000197421	cg00003513	55313.97599729513
ENSG00000214062	cg00001583	55208.187374299734
ENSG00000280159	cg00002660	54929.30346393701
ENSG00000206072	cg00004067	54820.30705991315
ENSG00000095587	cg00003578	54357.85680105865
ENSG00000078237	cg00004072	54243.66203507292
ENSG00000275265	cg00000029	54165.58998842459
ENSG00000278099	cg00000769	53599.93097406725
ENSG00000280159	cg00001791	53500.1638779912
ENSG00000234943	cg00002464	53491.17816726657
ENSG00000064225	cg00002531	53331.46752186211
ENSG00000166007	cg00003578	53290.073643408905
ENSG00000276644	cg00002464	53162.45689355907
ENSG00000197421	cg00003287	53027.68342756146
ENSG00000270112	cg00000622	52965.20066673792
ENSG00000266261	cg00000658	52920.41762878369
ENSG00000254131	cg00004072	52866.77371553542
ENSG00000275479	cg00002406	52633.635538189694
ENSG00000166634	cg00000363	52520.70529969807
ENSG00000273406	cg00004089	52504.57267471847
ENSG00000259883	cg00002145	52316.74755849815
ENSG00000254092	cg00002406	51954.16700334255
ENSG00000008517	cg00000363	51924.71957510004
ENSG00000274219	cg00002646	51914.81686091307
ENSG00000278732	cg00002809	51713.04661644285
ENSG00000259883	cg00000948	51431.75454380312
ENSG00000234943	cg00002660	51404.09916464618
ENSG00000078237	cg00003625	51363.48341103091
ENSG00000008517	cg00001249	51272.71854637472
ENSG00000206072	cg00000714	50923.89191942174
ENSG00000258630	cg00000734	50747.013565284506
ENSG00000095587	cg00002837	50740.1682710071
ENSG00000227766	cg00000029	50707.21408571858
ENSG00000254465	cg00003994	50613.238321526296
ENSG00000179833	cg00002591	50533.02694242348
ENSG00000234900	cg00001364	50506.680846210555
ENSG00000266644	cg00004072	50493.91064995544
ENSG00000259883	cg00003969	50482.75777442172
ENSG00000206072	cg00004089	50439.240018840064
ENSG00000064225	cg00004055	50420.501547627675
ENSG00000234943	cg00000622	50043.72443983897
ENSG00000197421	cg00000622	49732.434626437185
ENSG00000225269	cg00003345	49514.86747480431
ENSG00000070087	cg00002145	49491.50835735284
ENSG00000269416	cg00004082	49359.64916334276
ENSG00000185105	cg00002449	49316.32358604257
ENSG00000280159	cg00002449	49275.259856242825
ENSG00000214198	cg00002236	49161.555703845406
ENSG00000166634	cg00003529	48928.6747724637
ENSG00000270112	cg00000321	48798.32359651999
ENSG00000231981	cg00001249	48781.26683657561
ENSG00000254131	cg00003969	48654.439472307975
ENSG00000280159	cg00002426	48616.35896069883
ENSG00000185105	cg00000029	48575.630941965996
ENSG00000118972	cg00002769	48553.283007191036
ENSG00000078237	cg00000905	48548.10124901572
ENSG00000275479	cg00001582	48332.10975880382
ENSG00000275479	cg00002930	48264.29212594613
ENSG00000263089	cg00001364	48256.235444558464
ENSG00000146083	cg00000957	48045.2634398974
ENSG00000266261	cg00000289	48003.48320166423
ENSG00000263089	cg00002426	47940.07631405244
ENSG00000127511	cg00003091	47827.26029557919
ENSG00000269148	cg00001747	47703.720270590406
ENSG00000240423	cg00002190	47467.975966070735
ENSG00000266644	cg00002593	47397.612036042694
ENSG00000266261	cg00002769	47373.10286667461
ENSG00000118972	cg00000363	47289.98396887251
ENSG00000166368	cg00001364	47243.244523978276
ENSG00000231105	cg00001364	47137.6320930061
ENSG00000269416	cg00002769	46906.96028789567
ENSG00000258630	cg00000029	46836.08544661937
ENSG00000214062	cg00000721	46760.01198030926
ENSG00000134108	cg00002406	46587.89128374706
ENSG00000179833	cg00002145	46334.322561318564
ENSG00000276644	cg00001809	46294.60704724156
